weight,tweet,label
0.8023, should be  miss the midgets the weather isnt going to cooperate fear ,-1
1,this weather makes me feel mad ,-1
0.611,sleeping through the bad weather is good thing if its my time to go id rather be in my bed than huddling in stairwell,-1
0.8046,i shol wish my sis would turn on the ac its num degrees,-1
0.4032,listening to the album leaf on chilly day in denver was hoping for more of windows down  tom petty sort of day ,-1
0.8184,it is not nice out still freezing to me,-1
0.6601, no  im in missouri trying to race bad weather rt just saw your brother on tv with austin dillion pretty cool you there to ,-1
1,rainy days like this really make me depressed its not summer ,-1
1,i dont envy anyone running around in this weather norfolkheatwave edp pinkun,-1
0.586,mann this weather is rude ,-1
0.6067, oh nothing out here in this windy new mexico weather wbu ,-1
0.3452, think theyre freezing their asses off ,-1
1, hear that  how the weather out there ugly rainy in nyc,-1
1,ugh this weather is relentless and its supposed to continue for the rest of the week gross ,-1
0.5981,im over this weather ,-1
0.8384,just pulled into boulder for this pool shoot  and it looks like we may get shitted on wit snow but we still shootin regardless,-1
0.5992,power still out its hot ,-1
0.5226,omg num degrees outside  in the spring summer is gonna be flamin dhis year ,-1
1, iamsotiredof this bipolar weather ,-1
0.7031,dear earth  know today is your day but aint biking to work when its num degrees out lets try again when its warmer sincerely  ,-1
0.4136, i’m hearing crazy things about weather in st louis batten down the hatches and stay safe  man ,-1
1,rainy saturday grrrr ,-1
1,this thunderstorm has taken away my ability to text did lightning strike the cell phone tower devastating  wink ,-1
1,what the hell virginia beach weather man  quit lying to me you said its supposed to be sunny and num its like num and raining bitch ,-1
1, weather isnt much better here ,-1
0.5957, your lucky hulk its num and rainy here,-1
0.79,rt what happened to the beautiful  warm weather we had in nashville ,-1
0.7981,“ gotta feeling well be up late,-1
1,kylebuice posted an update stupid rain weather needs to get cheerier so can skate ,-1
0.6122,its tad hot out this hoe,-1
1,i hate this weather,-1
0.7749,holy storm ,-1
1,hate these rainy days,-1
0.8012,snow really wtf boulder ,-1
0.8036,wack ass weather miss the cold ,-1
0.5968,lovely severe thunderstorm warning some rotation seen on radar  although not likely  tornado may still form ,-1
0.7908,not used to the humidity here in nola ,-1
0.6019,num degrees and rainy in boston can go back yet ,-1
1,thunderstorms in missouri are kinda ruining my vacation plans with the kids ,-1
0.8049,talkn bout thunderstorms cant hear shit in this big ass hotel and im on the num th floor,-1
0.413,rt babymaking weather smh so not fan right now sad ,-1
0.7991,rt wish it wasnt so cold outside so can sit outside  look up at the stars and just listen to music ,-1
0.8018,all this rainy weather is starting too have negative impact on my fishing plans keep calm and move on,-1
0.8539,omg its so hot outside,-1
0.8198,viewing apartments makes it num times more annoying on windy  rainy day ,-1
1,soo sleepy but cant sleep through this weather ugh,-1
0.8261,the sunshine bores the daylights outta me,-1
0.5915,startting num sweat outside hot caliente for the spanish speeking people smiley ,-1
1,"again with the thunderrrr 
can this weather just fckn leave never come back",-1
0.8343,my outfit doesnt go well with this weather  come back sun please ,-1
0.8198,dear texas  when you decide to have storm  you dont fuck around  do you severe thunderstorm warning with funnel cloud tornadoseason,-1
0.4466,www chaqoo com how are you ppppaying fffffor that    jokes by adeleapril  num rd  num one dismal rainy night  ,-1
0.798,oh no the stre is freezing ,-1
0.802,awwwh i left my bag in my moms car ,-1
0.4054,st louis airfield sealed indefinitely after serious storm if serious continue happens nearby you  we wish to ,-1
0.8254,this weather is hindering my plans for the night ,-1
0.4102, hard to say  sounds like its real mess out there im getting feeds from both weather channel kmox stlwx,-1
0.8081, its okay the weather was bad no need to get tali sick or you guys for that matter have all summer for visits ,-1
0.6237, lol lucky its num degrees here thats hot to us right now,-1
0.626,off to snowy land today when it finally all went away here sad ,-1
1,going out ugh hate this fucking weather rain rain go the fuck away ,-1
0.589,oh just another snowy day in nh its april right ,-1
0.4032,tough ,-1
1, aww bet and the weather sucks today will pray for you o,-1
1,more bad weather expected monday hope it doesnt come here lost tree and our big screen tv in the last storms,-1
0.5991,rainy weekends  especially saturdays  tend to bring me down nothing good company  conversation and well stocked cabinet cant remedy ,-1
0.35, valid point but its ohio itll be sunny about num minutes day for the next six months ,-1
0.818,i hope bermuda is warm and sunny  cuz it is num freaking degrees and rainy in nj ,-1
1,raining and num degrees at the cabin in the woods no escaping this crummy weather ,-1
0.6001,seriously rt so the storm in st louis hit the hotel for our f reunion it wont be fixed in time must relocate ,-1
0.6196,good late morning all had an early morning meeting didnt want to blast you all with crack of dawn tweet its chilly out there yikes ,-1
0.8027,my feet are frozen need some warmer weather to defrost ,-1
0.8004,due to this ugly weather day num april num shrimp steak liquor and pasta  cookout on umd south campus quad is cancelled ,-1
0.8008, done nyc is cold  dreary  rainy looking for dw relief at num et bbcamerica,-1
0.7969, no  sold my tix so that could go fishing which has since been cancelled due to weather sigh ,-1
1,is getting really sick of winter really rain  freezing rain and now snow again in april ugh ,-1
1,how busy can work possibly be awful weather means awful business gotta get gas now hate this day already ,-1
0.424,i dont care if its cold and rainy today  im wearing spring dress to my party so there ,-1
1,what shitty weather  what better way to get rid of rainy day blues shopping ,-1
1,itsstupidly hot outside  im glad im indoors where theres c ,-1
1,stupid orange kitty making my dog bark like crazy and he doesnt wanna come inside so now im freezing hate the wind ,-1
1,there better be point to this rain missing out on sunshine and skateboarding ,-1
0.8185, lol  weather here is quite dreary so the sunshine of your presence is even more appreciated ,-1
0.8045,this weather is enough to beat me up win between allergies rain  find myself longing for hot summer day right now sleep so much ,-1
0.8131,keep this storm away ,-1
0.8009,it aint cold out there man rt omg its cold as an eskimos dick out here,-1
1,u fkin serious the psn is still down  woke up all hype expecting that shit to back on  but nizz and its rainy day  they killin me ,-1
0.8693,these damn april showers are blowing me the weather lux terrible for the rest of my breaks,-1
1,the weather has been so terrible this week our goal of num for april seems problematic num daysofbiking num warmer degrees and no rain please,-1
0.7833,good morning from cool and rainy t shoreline please mother nature  let spring in please ,-1
0.4108,the noon siren testing can be little scary when the weather is like this ,-1
0.808,i hope all my friends in st louis are okay tonight  sorry to hear about the bad weather  praying for you and all of those affctd ,-1
1,praying for my cuz tht shes safe in that dumb ass weather out st louie,-1
1,about to throw hissy fit over this weather why do always forget about how silly co is ,-1
0.4048,good friday made me feel really bad for jesus what it was hot day to be out there cutting my grass and his buddy jose quit went home ,-1
1,not to mention this weather is trash ,-1
0.6197, to eric pff  send mom over here though with the humidity  not sure that she will want to stay love moms ,-1
0.7959,why did straighten my hair today blah rain,-1
0.6076,whole neighbourhood out after the stormy weather madness ,-1
0.7815,im gonna have some cereal and get some sleep hope everyone is safe after the bad weather that you all have great weekend as well smiley ,-1
0.8011,alright  im scared that one was close thunderstorm grandrapids,-1
1,this weather sucks chicago,-1
1,all this rain kills the riding time im ready for sunshine and clear blue skys ,-1
0.8352,i think picked the wrong time to move out in the boonies lol first tons of snow and now flooding and tornadoes ,-1
0.3889,great night in mystic ct with my love  heading home on very rainy saturday,-1
0.4154,i always know im freezing when my nose is cold lmfao im sooooo cold right now  ,-1
0.6017,hey look another thunderstorm ready to drop num in of rain on us awesome ihatelouisvilleweather,-1
